train/loss_step,epoch,step,val/loss,val/average_precision,train/loss_epoch
0.5920462608337402,0,49,,,
,0,61,0.4765886962413788,0.8703894019126892,
,0,61,,,0.6368253827095032
0.6171789169311523,1,99,,,
,1,123,0.4725187122821808,0.8735092878341675,
,1,123,,,0.5956369042396545
0.5444592237472534,2,149,,,
,2,185,0.5072391629219055,0.8557283878326416,
,2,185,,,0.5703325271606445
0.5317803621292114,3,199,,,
,3,247,0.5380337834358215,0.8419647216796875,
